vol_state,num_signals,fill_rate,avg_improvement,median_improvement
1,3702,0.9230145867098866,-0.026663965424095062,0.0
2,2782,0.6811646297627606,-0.10505751258087762,0.08999999999997499
3,2996,0.7273030707610146,-0.08145527369826405,0.19999999999998863
