trend_state,num_signals,fill_rate,avg_improvement,median_improvement
1,3796,0.7816122233930453,-0.07551106427818739,0.030000000000001137
2,1748,0.8117848970251716,-0.04165331807780353,0.0
3,3936,0.7888719512195121,-0.07001270325203268,0.049999999999954525
