signal_direction,num_signals,fill_rate,avg_improvement,median_improvement,positive_improvement_rate
buy,8062,0.7877697841726619,-0.06783552468370127,0.020000000000038654,0.516993301910196
sell,1418,0.8039492242595204,-0.06215091678420378,0.0,0.48589562764456984
