vol_state,num_signals,fill_rate,avg_improvement,median_improvement
1,6205,0.9137792103142627,0.007896857373085781,0.0
2,6402,0.8475476413620744,0.009575132771007277,0.10000000000013642
3,7029,0.7881633233745909,0.002560819462225487,0.3000000000001819
