range_state,num_signals,fill_rate,avg_improvement,median_improvement
1,7009,0.9213867884148952,0.00881723498359255,0.09999999999990905
2,5902,0.8351406302948153,0.01385970857336268,0.1999999999998181
3,6725,0.7805204460966543,-0.002275092936805638,0.3999999999996362
