ticks_away,num_signals,fill_rate,avg_improvement,median_improvement
0.0,2944,1.0,0.0,0.0
1.0,5658,0.8697419582891481,0.010533757511488946,0.09999999999990905
2.0,4710,0.818683651804671,0.01464968152865851,0.1999999999998181
3.0,1906,0.7880377754459601,-0.009338929695702186,0.29999999999972715
4.0,4412,0.7735720761559384,0.003649138712600067,0.40000000000009095
