trend_state,num_signals,fill_rate,avg_improvement,median_improvement
1,4712,0.9575551782682513,0.0002971137521223629,0.0
2,4521,0.9710241097102411,-0.0004910418049104304,0.0
3,4453,0.9499214013024927,-0.0002245677071636907,0.0
