range_state,num_signals,fill_rate,avg_improvement,median_improvement
1,4311,0.9951287404314544,4.639294827188641e-06,0.0
2,5429,1.0,0.0,0.0
3,3946,0.8649265078560567,-0.0004662949822603666,0.009999999999990905
