signal_direction,num_signals,fill_rate,avg_improvement,median_improvement,positive_improvement_rate
buy,4587,0.9579245694353608,-0.0004229343797687753,0.0,0.22956180510137345
sell,9099,0.9603253104736784,1.318826244642006e-05,0.0,0.25706121551818883
