vol_state,num_signals,fill_rate,avg_improvement,median_improvement
1,3765,1.0,0.0,0.0
2,4717,0.9864320542717829,1.271994912022509e-05,0.0
3,5204,0.9058416602613374,-0.0003612605687931395,0.009999999999990905
