vol_state,num_signals,fill_rate,avg_improvement,median_improvement
1,4197,0.9356683345246605,-0.0011198475101262357,0.0
2,4425,0.9430508474576271,-0.00028587570621477773,0.0
3,3995,0.9221526908635794,2.127659574415994e-05,0.0
