trend_state,num_signals,fill_rate,avg_improvement,median_improvement
1,4492,0.9289848619768477,-0.0005609973285843907,0.0
2,3833,0.9347769371249673,-0.0005491781894077737,0.0
3,4292,0.9384902143522833,-0.00029240447343923656,0.0
