range_state,num_signals,fill_rate,avg_improvement,median_improvement
1,3402,0.9359200470311582,-0.0009156378600822633,0.0
2,4675,0.9535828877005348,-0.0010737967914437932,0.0
3,4540,0.9123348017621146,0.0004966960352416982,0.0049999999999954525
