trend_state,num_signals,fill_rate,avg_improvement,median_improvement
1,6798,0.7427184466019418,-0.32976610767872905,1.75
2,5757,0.7938162237276359,-0.09097620288344624,0.5
3,6306,0.7457976530288614,0.08321439898509356,2.25
