range_state,num_signals,fill_rate,avg_improvement,median_improvement
1,5684,0.9788881069669247,0.023486980999296272,0.0
2,7574,0.8513335093741748,-0.02898072352785846,0.5
3,8397,0.7988567345480528,0.06740502560438252,1.0
