ticks_away,num_signals,fill_rate,avg_improvement,median_improvement
0.0,4859,1.0,0.0,0.0
1.0,8726,0.8535411414164565,-0.011230804492321797,0.5
2.0,2964,0.8292847503373819,0.047908232118758436,1.0
3.0,5094,0.7764036120926581,0.08578720062819002,1.5
