trend_state,num_signals,fill_rate,avg_improvement,median_improvement
1,8873,0.843344979150231,-0.029978586723768737,0.5
2,5788,0.9032480995162405,-0.019695922598479614,0.0
3,6994,0.859164998570203,0.12296253931941664,0.5
