vol_state,num_signals,fill_rate,avg_improvement,median_improvement
1,6455,0.9422153369481022,-0.026336173508907823,0.0
2,7072,0.8605769230769231,0.020786199095022623,0.5
3,8128,0.8061023622047244,0.06188484251968504,1.0
